Type,Purpose,Furnishing,Price,Beds,Baths,Area_sqft,Address
Apartment,Sale,Unfurnished,"3,800,000",1 bed,2 baths,852 sqft,"Sobha Seahaven Tower A, Sobha Seahaven, Dubai Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,136,000",1 bed,2 baths,"1,135 sqft","W Residences, Dubai Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"2,609,000",2 beds,3 baths,"1,579 sqft","Lagoon Views 11, Lagoon Views, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"2,505,000",2 beds,3 baths,"1,511 sqft","Lagoon Views 11, Lagoon Views, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"2,633,000",2 beds,3 baths,"1,511 sqft","Lagoon Views 11, Lagoon Views, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"1,200,000",Studio,1 bath,406 sqft,"St. Tropez, Cote D' Azur Resort, The Heart of Europe, The World Islands, Dubai, UAE"
Apartment,Sale,Furnished,"2,390,000",2 beds,2 baths,"1,424 sqft","DAMAC Maison The Distinction, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Furnished,"1,752,862",2 beds,3 baths,"1,261 sqft","JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"3,550,000",3 beds,4 baths,"1,571 sqft","Park Views Residences A, Park Views Residences, Al Kifaf, Bur Dubai, Dubai, UAE"
Apartment,Sale,Furnished,"2,500,000",3 beds,4 baths,"1,803 sqft","Marina Pinnacle, Dubai Marina, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,340,000",4 beds,4 baths,"2,633 sqft","Mudon Al Ranim 6, Mudon Al Ranim, Mudon, Dubai, UAE"
Apartment,Sale,Furnished,"5,100,000",1 bed,2 baths,"1,095 sqft","Bluewaters Residences 7, Bluewaters Residences, Bluewaters Island, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,275,000",3 beds,3 baths,"1,699 sqft","Vardon, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"3,200,000",3 beds,4 baths,"3,407 sqft","Nasayem Avenue, Mirdif Hills, Mirdif, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,190,000",1 bed,2 baths,771 sqft,"Al Multaqa Avenue, Mirdif Hills, Mirdif, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,380,888",2 beds,2 baths,"1,318 sqft","Clearpoint Building 1, Clearpoint, Mina Rashid, Dubai, UAE"
Apartment,Sale,Unfurnished,"8,300,000",3 beds,3 baths,"2,065 sqft","La Voile 2, La Voile, Port de La Mer, La Mer, Jumeirah, Dubai, UAE"
Apartment,Sale,Unfurnished,"5,485,435",4 beds,5 baths,"2,282 sqft","Sobha One Tower E, Sobha One, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Furnished,"575,000",Studio,1 bath,517 sqft,"Shamal Residences 2, Shamal Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,450,000",2 beds,3 baths,"1,121 sqft","Havelock Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"665,000",Studio,1 bath,373 sqft,"Havelock Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,000,000",1 bed,2 baths,979 sqft,"Cappadocia, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"575,000",Studio,1 bath,416 sqft,"Millennium Place, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,875,000",2 beds,3 baths,"1,297 sqft","Marquis Elegance, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"670,000",Studio,1 bath,477 sqft,"Vincitore Palacio, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"800,000",1 bed,2 baths,"1,055 sqft","Magnolia 2, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Villa,Sale,Unfurnished,"5,400,000",4 beds,5 baths,"3,562 sqft","The Fields, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,460,000",2 beds,3 baths,"1,115 sqft","Gardenia Livings, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"12,000,000",4 beds,6 baths,"2,979 sqft","Building 19, City Walk, Al Wasl, Dubai, UAE"
Apartment,Sale,Furnished,"660,000",Studio,1 bath,512 sqft,"Vincitore Boulevard A, Vincitore Boulevard, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,439,976",2 beds,2 baths,"1,198 sqft","The Wings B, The Wings, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,599,999",2 beds,3 baths,"1,178 sqft","Beverly Gardens, Discovery Gardens, Dubai, UAE"
Villa,Sale,Unfurnished,"3,700,000",6 beds,7 baths,"5,184 sqft","Aquilegia, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"7,200,000",3 beds,3 baths,"2,256 sqft","Fern, Central Park, City Walk, Al Wasl, Dubai, UAE"
Villa,Sale,Unfurnished,"13,800,000",4 beds,5 baths,"6,362 sqft","Acacia Avenues, Al Sufouh 1, Al Sufouh, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,799,000",2 beds,3 baths,"1,767 sqft","LIV Residence, Dubai Marina, Dubai, UAE"
Apartment,Sale,Furnished,"2,300,000",3 beds,3 baths,"1,509 sqft","Sulafa Tower, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,450,000",2 beds,3 baths,"1,359 sqft","Noora, Al Habtoor City, Business Bay, Dubai, UAE"
Villa,Sale,Unfurnished,"6,800,000",3 beds,4 baths,"3,918 sqft","Villa Lantana 1, Villa Lantana, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"675,000",Studio,1 bath,398 sqft,"Beverly Boulevard, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,500,000",1 bed,1 bath,744 sqft,"Burj Views Podium, Burj Views, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Furnished,"848,820",Studio,1 bath,436 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Furnished,"1,988,000",3 beds,4 baths,"1,420 sqft","Sunbliss Residences, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,309,000",2 beds,3 baths,"1,094 sqft","Trafford Residence, Residential District, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"1,474,000",2 beds,2 baths,"1,112 sqft","La Cle by Maaia, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,974,000",2 beds,2 baths,"1,166 sqft","Al Waha Residences, Expo City, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,003,000",1 bed,1 bath,786 sqft,"Al Waha Residences, Expo City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,295,000",2 beds,3 baths,"1,074 sqft","Trafford Residence, Residential District, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,500,000",1 bed,2 baths,"1,983 sqft","The Autograph, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,377,000",4 beds,4 baths,"2,208 sqft","Bora Bora 2, DAMAC Islands, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"4,699,901",4 beds,4 baths,"3,010 sqft","Jebel Ali Village, Jebel Ali, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,070,000",1 bed,2 baths,950 sqft,"Platinum by Vision, Liwan, Dubai, UAE"
Apartment,Sale,Furnished,"470,000",Studio,1 bath,367 sqft,"Verdana Residence, Dubai Investment Park (DIP), Dubai, UAE"
Villa,Sale,Unfurnished,"2,870,000",3 beds,3 baths,"1,559 sqft","May, Arabian Ranches 3, Dubai, UAE"
Apartment,Sale,Furnished,"1,920,000",1 bed,2 baths,768 sqft,"Creek Horizon Tower 1, Creek Horizon, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,800,000",1 bed,1 bath,771 sqft,"Claydon House, Bukadra, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,900,000",1 bed,2 baths,756 sqft,"340 Riverside Crescent, Riverside Crescent, Sobha Hartland 2, Bukadra, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,850,000",4 beds,5 baths,"1,552 sqft","Ibiza, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,300,000",2 beds,3 baths,"1,127 sqft","The Haven II Residences, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,140,000",1 bed,2 baths,783 sqft,"Lagoon Views 13, Lagoon Views, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,200,000",2 beds,2 baths,"1,076 sqft","29 Boulevard 1, 29 Boulevard, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,830,000",1 bed,1 bath,916 sqft,"Bluewaters Bay Building 2, Bluewaters Bay, Bluewaters Island, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,900,000",1 bed,1 bath,870 sqft,"Palace Beach Residence Tower 1, Palace Beach Residence, Emaar Beachfront, Dubai Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,750,000",2 beds,2 baths,"1,188 sqft","Binghatti Orchid, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,749,001",4 beds,4 baths,"2,346 sqft","Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,625,000",2 beds,3 baths,"1,325 sqft","Sensia, Dubai Maritime City, Dubai, UAE"
Apartment,Sale,Unfurnished,"25,362,000",4 beds,5 baths,"5,749 sqft","Orise by Beyond Tower 1, Orise by Beyond, Dubai Maritime City, Dubai, UAE"
Townhouse,Sale,Unfurnished,"4,699,901",4 beds,5 baths,"3,010 sqft","Jebel Ali Village, Jebel Ali, Dubai, UAE"
Apartment,Sale,Unfurnished,"440,000",1 bed,2 baths,742 sqft,"T-03, Spain Cluster, International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,300,000",1 bed,2 baths,"1,204 sqft","Plaza Residences Block A, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"980,000",1 bed,1 bath,598 sqft,"Azizi Beach Oasis (Azizi Mirage 1), Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,930,000",1 bed,2 baths,831 sqft,"Peninsula Four The Plaza, Peninsula, Business Bay, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,300,000",4 beds,5 baths,"3,055 sqft","Nima, The Valley by Emaar, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,416,000",3 beds,3 baths,"1,778 sqft","The Park Villas, DAMAC Hills, Dubai, UAE"
Villa,Sale,Unfurnished,"17,193,000",6 beds,7 baths,"13,248 sqft","Phoenix, DAMAC Hills, Dubai, UAE"
Apartment,Sale,Furnished,"2,750,000",3 beds,3 baths,"2,182 sqft","Janayen Avenue A, Janayen Avenue, Mirdif Hills, Mirdif, Dubai, UAE"
Apartment,Sale,Unfurnished,"15,860,000",4 beds,5 baths,"5,028 sqft","Six Senses Residences Dubai Marina, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"17,131,000",4 beds,5 baths,"5,208 sqft","Six Senses Residences Dubai Marina, Dubai Marina, Dubai, UAE"
Townhouse,Sale,Unfurnished,"4,699,901",4 beds,4 baths,"3,010 sqft","Jebel Ali Village, Jebel Ali, Dubai, UAE"
Apartment,Sale,Unfurnished,"988,000",1 bed,2 baths,681 sqft,"Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,299,999",4 beds,5 baths,"2,208 sqft","Bora Bora 2, DAMAC Islands, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"580,000",Studio,1 bath,336 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,070,000",5 beds,4 baths,"3,178 sqft","Bora Bora 2, DAMAC Islands, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,330,000",4 beds,4 baths,"2,200 sqft","Maldives 1, DAMAC Islands, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,070,000",5 beds,4 baths,"3,178 sqft","Fiji 1, DAMAC Islands, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,145,481",1 bed,2 baths,850 sqft,"Sobha Seahaven Tower B, Sobha Seahaven, Dubai Harbour, Dubai, UAE"
Apartment,Sale,Furnished,"1,100,000",1 bed,2 baths,676 sqft,"Pearlz by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,195,000",1 bed,1 bath,706 sqft,"Marina Diamond 5, Marina Diamonds, Dubai Marina, Dubai, UAE"
Apartment,Sale,Furnished,"1,362,499",Studio,1 bath,462 sqft,"Binghatti Skyrise Tower B, Binghatti Skyrise, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,180,000",1 bed,2 baths,737 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"805,000",Studio,1 bath,415 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,999,901",3 beds,4 baths,"2,385 sqft","La Rosa, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,800,000",1 bed,1 bath,771 sqft,"Seven Palm, Palm Jumeirah, Dubai, UAE"
Villa,Sale,Unfurnished,"6,990,000",3 beds,4 baths,"3,034 sqft","Zulal 3, Zulal, The Lakes, Dubai, UAE"
Villa,Sale,Unfurnished,"12,750,000",4 beds,4 baths,"3,500 sqft","Saheel 1, Saheel, Arabian Ranches, Dubai, UAE"
Villa,Sale,Unfurnished,"9,600,000",5 beds,6 baths,"4,932 sqft","Grand Polo Club & Resort, Dubai Investment Park (DIP), Dubai, UAE"
Villa,Sale,Unfurnished,"9,600,000",5 beds,6 baths,"4,932 sqft","Grand Polo Club & Resort, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"4,300,000",2 beds,3 baths,"1,071 sqft","Vida Dubai Mall Tower 2, Vida Dubai Mall, Downtown Dubai, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,999,444",3 beds,4 baths,"2,318 sqft","La Tilia, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Furnished,"2,600,000",3 beds,4 baths,"2,356 sqft","Celeste Heights, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,300,000",2 beds,2 baths,"1,071 sqft","Vida Dubai Mall Tower 2, Vida Dubai Mall, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,215,393",3 beds,4 baths,"1,476 sqft","Terra Tower, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,730,044",2 beds,3 baths,"1,153 sqft","Terra Tower, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,151,490",1 bed,2 baths,719 sqft,"Terra Tower, Dubai Land Residence Complex, Dubai, UAE"
Villa,Sale,Unfurnished,"19,000,000",4 beds,5 baths,"7,440 sqft","Golf Place II, Golf Place Terraces, Dubai Hills Estate, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,999,444",3 beds,4 baths,"2,314 sqft","La Tilia, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"21,586,617",3 beds,4 baths,"4,564 sqft","Baccarat Hotel And Residences, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"5,304,888",2 beds,3 baths,"1,430 sqft","Seapoint Tower 2, Seapoint, Emaar Beachfront, Dubai Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,000,000",1 bed,2 baths,"1,018 sqft","Plaza Residences Block B, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,999,444",3 beds,4 baths,"2,341 sqft","La Tilia 2, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Furnished,"2,633,654",1 bed,2 baths,867 sqft,"Society House, Downtown Dubai, Dubai, UAE"
Villa,Sale,Unfurnished,"19,000,000",4 beds,5 baths,"7,440 sqft","Golf Place II, Golf Place Terraces, Dubai Hills Estate, Dubai, UAE"
Villa,Sale,Unfurnished,"2,999,444",3 beds,4 baths,"2,318 sqft","La Tilia 2, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,190,000",3 beds,2 baths,"2,076 sqft","Waves Opulence, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Unfurnished,"6,505,000",3 beds,3 baths,"2,631 sqft","Serenia District West Residence, Serenia District, Jumeirah Islands, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,399,888",4 beds,4 baths,"2,346 sqft","Villanova, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,999,444",3 beds,4 baths,"2,344 sqft","La Tilia, Villanova, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,650,000",4 beds,4 baths,"2,455 sqft","Reem Townhouses, Town Square, Dubai, UAE"
Townhouse,Sale,Unfurnished,"5,600,000",4 beds,5 baths,"3,386 sqft","Jebel Ali Village, Jebel Ali, Dubai, UAE"
Apartment,Sale,Unfurnished,"440,000",1 bed,2 baths,740 sqft,"EMR-06, Emirates Cluster, International City, Dubai, UAE"
Apartment,Sale,Furnished,"625,000",1 bed,1 bath,688 sqft,"Suburbia Tower 2, Suburbia, Downtown Jebel Ali, Jebel Ali, Dubai, UAE"
Apartment,Sale,Unfurnished,"335,000",Studio,1 bath,484 sqft,"P-15, France Cluster, International City, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,999,999",3 beds,5 baths,"1,881 sqft","Odora, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,600,000",1 bed,2 baths,751 sqft,"MBL Residences, JLT Cluster K, Jumeirah Lake Towers (JLT), Dubai, UAE"
Apartment,Sale,Unfurnished,"510,000",Studio,1 bath,459 sqft,"Building 194, Mogul, Discovery Gardens, Dubai, UAE"
Apartment,Sale,Furnished,"2,400,000",2 beds,3 baths,"1,267 sqft","Nobles Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,819,271",2 beds,2 baths,982 sqft,"Sobha Orbis Tower A, Sobha Orbis, Motor City, Dubai, UAE"
Apartment,Sale,Furnished,"800,000",Studio,1 bath,420 sqft,"Samana Mykonos Signature, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,023,199",1 bed,1 bath,832 sqft,"Lucky Oasis Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,461,599",2 beds,2 baths,"1,240 sqft","Lucky Oasis Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,555,199",2 beds,2 baths,"1,289 sqft","Lucky Oasis Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,180,699",3 beds,3 baths,"2,019 sqft","Lucky Oasis Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"530,000",Studio,1 bath,489 sqft,"Building 183, Mogul, Discovery Gardens, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,600,000",2 beds,3 baths,"1,372 sqft","Vida Residence Downtown, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,500,000",3 beds,4 baths,"1,918 sqft","Rimal 1, Rimal, Jumeirah Beach Residence (JBR), Dubai, UAE"
Apartment,Sale,Furnished,"700,000",Studio,1 bath,314 sqft,"Azizi Riviera 41, Azizi Riviera, Meydan One, Meydan City, Dubai, UAE"
Townhouse,Sale,Unfurnished,"4,200,000",4 beds,4 baths,"2,618 sqft","Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"850,000",1 bed,1 bath,"1,157 sqft","Al Thamam 24, Al Thamam, Remraam, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,350,000",2 beds,3 baths,"2,047 sqft","Marina Residences 4, Marina Residences, Palm Jumeirah, Dubai, UAE"
Apartment,Sale,Furnished,"1,520,000",1 bed,1 bath,748 sqft,"Al Thayyal 4, Al Thayyal, The Greens, Dubai, UAE"
Apartment,Sale,Furnished,"1,400,000",Studio,1 bath,315 sqft,"Seven Palm, Palm Jumeirah, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,900,000",3 beds,4 baths,"2,175 sqft","Aura, Tilal Al Ghaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,400,000",2 beds,3 baths,"1,307 sqft","Mulberry 1 Building A2, Mulberry 1, Park Heights, Dubai Hills Estate, Dubai, UAE"
Villa,Sale,Unfurnished,"6,750,000",3 beds,4 baths,"3,063 sqft","Regional, Jumeirah Park, Dubai, UAE"
Penthouse,Sale,Unfurnished,"13,000,000",2 beds,3 baths,"3,178 sqft","FIVE Palm Jumeirah, Palm Jumeirah, Dubai, UAE"
Apartment,Sale,Furnished,"2,050,000",2 beds,3 baths,"2,115 sqft","Villa Pera, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"850,000",Studio,1 bath,392 sqft,"Creek Views by Azizi (Farhad Azizi Residence), Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Furnished,"21,000,000",4 beds,5 baths,"2,704 sqft","The Address Fountain Views 1, Address Dubai Mall, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Unfurnished,"13,000,000",3 beds,3 baths,"2,430 sqft","Palm Jumeirah, Dubai, UAE"
Apartment,Sale,Unfurnished,"780,000",Studio,1 bath,411 sqft,"10 Oxford, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,950,000",3 beds,3 baths,"1,278 sqft","Jenna Main Square 2, Jenna Main Square, Town Square, Dubai, UAE"
Apartment,Sale,Unfurnished,"950,000",1 bed,2 baths,"1,049 sqft","Grand Horizon 1, Grand Horizon, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"1,400,000",2 beds,2 baths,"1,056 sqft","Lincoln Park Northside, Lincoln Park, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,362,000",1 bed,2 baths,647 sqft,"Treppan Tower, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Furnished,"1,400,000",1 bed,1 bath,495 sqft,"Golfville, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,935,000",1 bed,2 baths,809 sqft,"Sobha One Tower C, Sobha One, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Furnished,"1,588,000",2 beds,3 baths,"1,030 sqft","Treppan Tower, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Furnished,"1,165,000",1 bed,2 baths,641 sqft,"Treppan Tower, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Furnished,"800,000",1 bed,1 bath,830 sqft,"Elite Sports Residence 5, Elite Sports Residence, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Unfurnished,"550,000",Studio,1 bath,380 sqft,"Candace Acacia, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"770,000",1 bed,2 baths,887 sqft,"The Manhattan, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"616,499",Studio,1 bath,427 sqft,"Lucky Oasis Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"620,099",Studio,1 bath,408 sqft,"Lucky Oasis Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,198,000",2 beds,3 baths,"1,282 sqft","Zyra Vista Residences, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"872,000",1 bed,2 baths,750 sqft,"Zyra Vista Residences, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"800,000",1 bed,2 baths,773 sqft,"Al Thamam 59, Al Thamam, Remraam, Dubai, UAE"
Apartment,Sale,Furnished,"976,000",1 bed,2 baths,811 sqft,"Zyra Vista Residences, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,790,000",2 beds,3 baths,"1,163 sqft","Altia One, Dubai Silicon Oasis (DSO), Dubai, UAE"
Apartment,Sale,Furnished,"1,791,000",2 beds,3 baths,"1,177 sqft","Fashionz by Danube, JVT District 4, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"502,184",Studio,1 bath,324 sqft,"Guzel Towers Block B, Guzel Towers, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Villa,Sale,Unfurnished,"22,500,000",5 beds,8 baths,"8,650 sqft","Sobha Estates, Sobha Hartland 2, Bukadra, Dubai, UAE"
Villa,Sale,Unfurnished,"1,502,000",4 beds,4 baths,"1,850 sqft","Camelia, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Villa,Sale,Unfurnished,"1,726,598",2 beds,3 baths,"1,200 sqft","Reportage Village, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"775,000",1 bed,2 baths,883 sqft,"Building 41, Mediterranean, Discovery Gardens, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,100,000",2 beds,3 baths,"1,449 sqft","Kamoon 1, Kamoon, Old Town, Downtown Dubai, Dubai, UAE"
